연번,용어명,용어설명,유사용어
780,자연통기법,"높은 곳과 낮은 곳에 있는 두 갱도를 갱 안에서 연결되도록 하여, 갱구에 미치는 대기압의 차이로 기류가 형성되도록 한 통기 방법으로서, 별로 깊지 않은 광산에서 이 방법을 많이 채택하고 있다. 이 자연 통기법은 겨울에는 낮은 갱도에서 입기되어 높은 갱구로 배기되나, 여름에는 반대로 높은 갱도에서 낮은 갱도로 기류가 흐르게 된다.",自然通氣法
781,자연폭발,화약류가 외부로부터 에너지를 받지 않고 스스로 폭발하는 현상.,自然暴發
782,자원정보시스템,"광물 및 에너지자원(석유, 가스 제외)과 관련된 뉴스, 문서, 도면, 통계, 동영상자료 등의 각종 자원정보를 데이터베이스로 압축하여 이를 정보수요자에게 인터넷 등으로 실시간 제공하는 시스템으로 대광업진흥공사에서 제공하고 있다.",
783,자원정보조사,"자원부국 또는 진출 유망국에 대한 투자정보입수, 개별 프로젝트에 대한 투자정보입수, 개별 프로젝트에 대한 개략적인 현황파악, 세부적인 투자여건분석 등을 위하여 대한광업진흥공사에서 실시하는 현지조사를 말한다.",資源情報調査
784,자유면,노출된 면. 주로 심발 발파를 이용하여 자유면을 확보함.,
785,자유형광구제도,일제시대의 법령에 따라 광업권을 출원한 사람의 의사에 따라 광상을 중심으로 자유로이 설정한 광구제도. 그러나 우리 나라 광업법이 제정 될 때 이 자유형 광구 제도를 없애고 단위 광구제를 채택하게 되었다.,
786,자이어퍼터리크러셔,광석을 연속적으로 파쇄함으로써 처리 능력이 크고 능률도 좋으므로 큰 선별 처리 공장에서 조쇄기로 사용되고 있다.,
787,잔유광상,"풍화받은 현장에서 형성된 광상, 금속 화합물이 지표면의 풍화작용을 받아 산화되어 형성된 광상.","殘留鑛床, residual deposit"
788,잔주식채굴법,"광석의 일부를 광주로 남겨 놓음으로써 이 광주가 천반을 지지하도록 하는 방법인데, 충전이나 지주에 의한 지지를 하지 않으므로 무지지 채굴법에 속한다. 이 채굴법의 적용 조건은 광석이나 상하반이 모두 견고하고, 광체가 지표에서 얕은 부분에 있기 때문에 큰 지압이 작용하지 않으며, 경사가 급하지 않은 광체에 적용된다.",
789,장공착암기,"노천 채굴의 계단 채굴법에서는 장공발파(長孔發破)를 할 수 있으므로 천공용으로 크로셔(crawlair)드릴을 사용한다. 이것은 천공 지름이 80㎜, 1분에 20-50㎝의 천공을 할 수 있으며, 최대 30m까지 할 수 있으나 능률적인 면을 고려한다면 12m정도가 가장 알맞다.",
790,장벽식채탄법,"길이 수십∼200m에 이르는 일직선의 막장을 만들어 채탄하는 방법. 철재 지보로 막장면을 개방하여 긴 단면을 왕복하면서 석탄을 깎는 코울 커터(coal cutter)와 같은 기계로 절삭하고, 이 절삭된 석탄은 탄면 바닥에 설치된 체인 컨베이어로 운반된다. 이와 같은 작업은 석탄의 절삭과 운반 및 지보가 연속적으로 실시되므로 달리 연속 채탄법(contineous mining)이라고 한다. 한 막장으로부터 출탄(出炭)을 많이 하고, 인원·설비·통기(通氣) 등을 집약할 수 있는 장점이 있다. 팬저 컨베이어(Panzer forderer snaking conveyor)를 설치하고 컨베이어에 따라 채탄기계를 이동시켜서 채굴하는 것이 일반적이다.",長壁式採炭法
791,장석,"칼륨 K, 나트륨 Na,칼슘 Ca, 바륨 Ba의 알루미노 규산염 광물. 여러 종류의 암석 속에 가장 많이 들어 있는 광물이지만 채굴 가치를 가지는 농집된 광체는 흔하지 않다. 화학성분은 (K,Na,Ca,Ba)(Al,Si)-4O8이다. 지각이나 달 ·운석 속에서 발견되는 화강암의 주요 구성성분이다. 천연으로 산출되는 장석은 대부분, 칼륨장석 KAl-Si3O8, 나트륨장석NaAlSi3O8, 칼슘장석 CaAl2Si2O8의 세 가지 단성분(端成分)의 계열에 속한다. 칼륨장석과 칼슘장석은 거의 고용체를 이루지 않지만, 칼륨장석과 나트륨장석 및 나트륨장석과 칼슘장석은 연속고용체(連續固溶體)를 이루며, 각각의 계열을 알칼리장석 및 사장석(斜長石)이라 총칭한다. 알칼리장석은 미사장석(微斜長石:삼사정계) ·정장석(正長石:단사정계)으로 대표되며, 산성 화성암의 주성분 광물이다. 담홍색 화강암의 유색 광물은 정장석이다. 사장석은 중성 ·염기성 화성암의 주성분 광물이다. 나트륨과 칼슘의 비율은 연속적으로 변화하여, 산성암에서 염기성암으로 되어감에 따라, 나트륨보다도 칼슘이 풍부한 사장석이 많아진다. 나트륨 및 칼슘을 주성분으로 하는 사장석을 각각 조장석(曹長石) 및 회장석(灰長石)이라 하며, 나트륨과 칼슘을 거의 같은 양을 함유한 사장석을 중성장석이라 한다. 장석의 이 세 가지 종류와 고용체는 분포가 매우 넓어서, 그것들을 총계하면, 양은 석영을 능가하며, 지각을 구성하는 광물 중에서 가장 많은 것이라고 생각된다. 도자기의 원료가 되는 도토(陶土)는 장석이 풍화한 것이다. 장석에는 정장석, 사장석 등 여러 종류가 있으며, 장석의 용도는 도자기, 유리, 유약 등의 제조에 이용된다. 미국의 경우 유리 제조와 요업 원료로 소비되는 것이 전체 장석 90%이상을 차지하고 있다. 장석은 어느 지역에 편재되어 있는 자원은 아니나, 경제성이 있는 매장량을 가진 나라는 미국, 멕시코, 소련이다.","長石, feldspar"
792,장약,"포신 내에서 포탄을 앞으로 밀어내는 역할을 하는 화약. 추진장약이라고도 한다. 화약이 든 명주주머니로 되어 있으며, 포탄 한 발에 서로 크기가 다른 6∼8개의 장약이 딸려 있어, 사격거리·사격방법에 따라 전부 또는 지정된 호수(號數)의 장약을 장전해서 사격한다. 보통 105mm 이하의 경포에 사용되는 포탄은 탄환과 탄피가 분리되어 있어서(반고정탄) 사격명령에 따라, 탄피 속에 지정된 장약(예를 들어 장약 6호라고 한다면 1∼6호장약까지 6개)을 넣고 탄환과 결합한 후 포신(약실) 내에 장전한다. 탄피가 없이 탄환만으로 된, 중구경 이상의 포탄(분리장전탄)에서는 탄환을 장전한 후 그 뒤쪽에 지정된 장약을 장전하게 된다. 포신 내의 장약은 뇌관에 의해서 점화되며, 폭발하는 힘으로 포탄을 앞으로 추진시킨다. 13세기 중반∼19세기 말까지는 탄소·황·칼륨·질산나트륨을 혼합해서 만든 흑색화약이 장약으로 사용되었다. 20세기에 들어와서는 니트로글리세린을 주체로 한 무연화약을 주로 사용하였다. 1930년에 영국이 유상(紐狀) 무연화약을 개량해서 코르다이트(Cordite)폭약을 개발한 뒤부터는 대부분의 나라가 이것을 장약으로 사용하게 되었다.","裝藥,charge"
793,장약비중,"ANFO폭약은 장약 비중이 1.1 정도이면 기폭하기가 어렵고, 비중이 1.0-0.9정도이면 기폭하기가 쉽다",
794,장전,"발파효과는 정확한 천공과 완전한 장약 및 전색에 의해서 좌우되는 것이므로, 장전 작업을 잘 하느냐 못하느냐에 따라 적지 않은 영향을 받게 된다. 또, 장전과 점화에 소요되는 시간을 굴진 사이클 중에서 차지하는 시간으로 보면 비교적 짧지만, 고속 굴진에 있어서는 배연을 포함한 장전 시간도 큰 비중을 차지한다. 따라서, 발파 작업은 신속하고 확실하게 이루어져야 한다",
795,장치화포,"화약류와 색깔을 내는 발색제를 섞어선 만든 화공품으로, 폭포, 그림 등 나타내고자 하는 모양을 만들어 점화시키면 원하는 모양의 불꽃을 만들 수 있다.",裝置火砲
796,재고탄,석탄을 생산하였으나 출하 또는 소비되지 않고 있는 석탄을 말한다.,在庫炭
797,재밍,시추 작업 중 큰 저항을 받아 로드가 회전하지 못하는 현상을 말한다.,Jamming
798,재해,"광산은 지하 깊은 곳에서 작업을 하게 되므로 다른 산업에 비해 재해율이 높다. 재해의 종류는 낙반, 운반, 출수, 가스 폭발, 갱내 화재, 화약류 등 여러 가지가 있으며, 이와 같은 재해가 많이 발생하는 이유는 평소 보안 법규나 규칙을 잘 이행하지 않는 데 원인이 있으므로, 항상 철저한 보안 교육과 훈련을 실시해야 한다.",鑛山災害
799,재해율,"재해발생 현황을 생산량, 가동인원, 가동시간, 종업원수 등을 기준으로 환산해 서로 비교한 것을 말한다.",災害率
800,재해회수,재해로 인하여 업무상 사상자를 발생시킨 재해의 건수를 말한다.,災害回數
801,잭해머,핸드 드릴의 별칭으로서 무게는 5.6㎏에서 24㎏에 이르는 큰 기계도 있다.,jack hammer
802,저압압축기,"공기압축기는 압력상으로 저압, 중압, 고압 압축기로 나뉜다. 저압압축기는 4-9㎏/㎠이다.",低壓壓縮機
803,저압전기뇌관,"점화는 전열 작용을 이용한 것이다. 각선이라고 불리는 구리선은 2-3㎜의 간격을 두고 평행으로 병행되었고, 그 끝에 저항이 큰 백금의 합금으로 된 전교가 땜질되어 있다. 그 상부에는 각선이 고정되도록 마개가 붙어 있고 백금교에는 점화약이 붙어 있어 백금의 저항열로써 점화되어 뇌관이 폭굉하게 된다. 이 때, 전류가 지나치게 강력하면 백금교는 그 용융 온도인 1750℃로 되어 뇌관이 폭굉하기 이전에 타 버리게 된다. 또 미약한 전류도 적당하지 않으며 0.2-1.2〔A〕, 0.5-2.0〔V〕,0.8-1.5〔Ω〕이 가장 적합한 전류인 것이다. 점화약은 강면약을 많이 사용하였으나, 현재는 로단납과 염소산칼륨의 혼합물과, 강면약인 아세톤, 초산아보 등과 잘 섞어서 백금 전교에 발라서 말린 것을 사용한다.",
804,전광능율,1일중 생산한 석탄의 양을 광업에 종사하는 1일 전체인원(직접부+지원부)의 수로 나누었을 때의 생산성(톤/공)을 말한다.,全鑛能率
805,전교선,"백금 80-90%, 이리듐(iridium)10-20%의 합금으로 만든선.",
806,전기감도,"전기를 사용하는 기계 또는 시설에 접지 장치를 하지 않으면 정전기가 축적된다. 이렇게 축적된 전기 에너지는 사람의 몸과 같이 전기가 통하는 매체와 접촉하면, 외부로 전기를 방출하는 방전 현상을 일으킨다. 이 방전 에너지가 일정한 값 이상으로 커지면 주위의 물체를 연소시키게 된다. 전기 감도는 이러한 전기적 충격에 의하여 화약류가 폭발하는 성질을 나타내는 값이다.",電氣感導
807,전기뇌관,"일반적인 공업 뇌관의 윗부분에 전기 점화 장치를 한 것이다. 폭발 과정은 각선에 전기가 통하면 백금선이 가열되면서 면화약 등으로 된 점화약이 발화하고, 계속해서 뇌관이 점폭하면서 폭약 전부가 폭발하게 된다. 전기 뇌관의 관체는 구리 또는 알루미늄으로 되어 있고, 각선은 지름이 약 0.5㎜, 전기 저항이 0.084Ω/m인 구리선에 비닐 또는 합성 수지로 피복을 하여 절연과 방수 가공을 한 것으로, 바깥 지름은 약1.0㎜이다.",電氣雷管
808,전기발파,"각선에 꼬임이 없도록 유의하며, 결선할 때까지 각선 끝의 단락을 풀어서는 안 된다. 그리고 발파 전에 반드시 도통 시험을 해야 하며, 1mA 이하의 전지를 이용한 도통 시험기로 도통 시험을 할 때 이외에는 막장에서 30m 이내에 접근하면 안된다. 또 발파기는 습기나 물이 있는 곳에 놓아서는 안 되며, 보조 모선에는 피복이 벗겨진 것이나 사용했던 각선을 다시 사용하지 않도록 한다. 발파 모선은 사용전에 단선 유무를 조사하고, 30m이상의 충분한 길이를 지니도록 하며, 점화 직전이 아니면 발파기와 접속 하는 끝의 단락을 푸는 일이 없어야 한다.",電氣發破
809,전기분극현상,전기 탐광의 한 종류로서 상태는 분극이며 자연 현상이다. 일반 광상에 주로 응용된다.,S.P
810,전기탐사법,"지각의 구성 물질에 따른 전기적인 특성을 측정하여 광상이나 지하 구조물 등의 존재를 알아내는 탐사 방법을 전기 탐사법이라 한다. 전기 탐사법에는 화학적 풍화 작용에 의해서 지각에 자연히 발생된 전위차를 측정하는 자연 전위 측정법, 그리고 인위적으로 두지점 간에 전위차를 만들어 땅의 전기 저항을 측정하는 비저항법, 또는 이 때에 전기 화학적 현상에 의하여 나타나는 전위를 측정하는 유도 분극법 등이 있다.",電氣探鑛法
811,전략광종,"유연탄, 우라늄, 동, 아연(연), 철을 5대 전략광종이라 한다.",戰略鑛種
812,전색,"발파 위력을 크게 하고, 가스나 석탄가루에 대한 인화의 위험성을 작게 하여 안전도를 높이며, 발파 후 발생 가스를 적게 발생시킨다. 따라서, 특수한 경우를 제외하고는 전색 없이 발파하는 경우는 없다. 이 때문에 전색물의 길이를 법규로 정하고 있는 나라도 있다. 전색물은 다음과 같은 조건을 갖춘 것이어야 한다. (가) 발파공 벽과의 마찰이 커서, 발파에 의한 발생 가스의 압력을 이겨 낼 수 있는 것. (나) 압축률이 작지 않아서 단단하게 다질 수 있는 것. (다) 틈새를 쉽게, 그리고 빨리 메울 수 있는 것. (라) 재료의 구입과 운반이 쉽고, 값이 싼 것. (마) 연소되지 않는 것 (바) 불발이나 잔류 폭약을 회수하기에 안전한 것.",
